2017-12-30 09:51:45,775 | [46] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 10:57:04,972 | [58] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-30 10:57:04,983 | [58] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 10:57:04,989 | [58] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 10:57:04,964 | [59] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-30 10:57:05,006 | [59] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 10:57:05,012 | [59] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 10:57:05,019 | [59] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 10:57:04,997 | [58] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 10:57:05,026 | [59] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 32, Size: -1
2017-12-30 10:57:05,040 | [59] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-30 10:57:05,047 | [59] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 10:57:05,035 | [58] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 10:57:05,059 | [58] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 10:57:05,056 | [59] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 10:57:05,079 | [59] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 10:59:52,296 | [60] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 10:59:52,304 | [60] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 10:59:52,315 | [60] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 10:59:52,323 | [60] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 10:59:52,331 | [60] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 10:59:52,337 | [60] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 10:59:52,347 | [60] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 10:59:52,353 | [60] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 10:59:52,363 | [60] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 10:59:52,371 | [60] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 10:59:52,380 | [60] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 10:59:52,389 | [60] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 10:59:52,405 | [60] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 10:59:52,412 | [60] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 10:59:56,289 | [60] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 10:59:56,300 | [60] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 10:59:56,307 | [60] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 10:59:56,316 | [60] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 10:59:56,325 | [60] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 10:59:56,335 | [60] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-30 10:59:56,345 | [60] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 10:59:56,354 | [60] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 10:59:56,363 | [60] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-30 10:59:56,370 | [60] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-30 10:59:56,377 | [60] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-30 10:59:56,385 | [60] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-30 10:59:56,391 | [60] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-30 10:59:56,399 | [60] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-30 10:59:56,405 | [60] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-30 10:59:56,412 | [60] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 10:59:56,429 | [60] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 10:59:56,434 | [60] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:00:00,883 | [63] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:00:00,901 | [63] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:00:00,914 | [63] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:00:00,923 | [63] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:00:00,932 | [63] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:00:00,896 | [60] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:00:00,945 | [60] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:00:00,951 | [60] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:00:00,958 | [60] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:00:00,965 | [60] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:00:00,938 | [63] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-30 11:00:00,979 | [63] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:00:00,985 | [63] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:00:00,994 | [63] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:00:00,973 | [60] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-30 11:00:01,007 | [60] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:00:01,013 | [60] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:00:01,020 | [60] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 11:00:01,028 | [60] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-30 11:00:01,002 | [63] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:00:01,042 | [63] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:00:01,035 | [60] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-30 11:00:01,065 | [60] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:00:01,080 | [60] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:00:01,087 | [60] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:41:36,121 | [92] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:41:36,132 | [92] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:41:36,308 | [92] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:41:36,318 | [92] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:41:36,327 | [92] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:41:36,335 | [92] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 11:41:36,343 | [92] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:41:36,352 | [92] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:41:36,373 | [92] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 11:41:36,383 | [92] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 11:41:36,391 | [92] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 11:41:36,401 | [92] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:41:36,437 | [92] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:41:36,444 | [92] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:57:31,045 | [100] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:57:31,058 | [100] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:57:31,216 | [100] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:57:31,233 | [100] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:57:31,247 | [100] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:57:31,261 | [100] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 11:57:31,276 | [100] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:57:31,295 | [100] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:57:31,314 | [100] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 11:57:31,331 | [100] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 11:57:31,346 | [100] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 11:57:31,359 | [100] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:57:31,417 | [100] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:57:31,441 | [100] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:57:56,120 | [44] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:57:56,134 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:57:56,149 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:57:56,161 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:57:56,172 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:57:56,181 | [44] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 11:57:56,192 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:57:56,202 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:57:56,213 | [44] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 11:57:56,223 | [44] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 11:57:56,233 | [44] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 11:57:56,242 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:57:56,262 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:57:56,273 | [44] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:59:02,898 | [44] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:59:02,921 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:59:02,931 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:59:02,941 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:59:02,952 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:59:02,963 | [44] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 11:59:02,970 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:59:02,978 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:59:02,990 | [44] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 11:59:02,998 | [44] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 11:59:03,009 | [44] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 11:59:03,020 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:59:03,036 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:59:03,042 | [44] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:59:09,171 | [100] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:59:09,189 | [100] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:59:09,203 | [100] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:59:09,214 | [100] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:59:09,224 | [100] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:59:09,239 | [100] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-30 11:59:09,250 | [100] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:59:09,260 | [100] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:59:09,269 | [100] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-30 11:59:09,275 | [100] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-30 11:59:09,283 | [100] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-30 11:59:09,289 | [100] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-30 11:59:09,322 | [100] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-30 11:59:09,328 | [100] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-30 11:59:09,334 | [100] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-30 11:59:09,340 | [100] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:59:09,457 | [100] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:59:09,469 | [100] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:59:10,522 | [44] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:59:10,544 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:59:10,562 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:59:10,573 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:59:10,583 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:59:10,591 | [44] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-30 11:59:10,598 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:59:10,605 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:59:10,615 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:59:10,623 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:59:10,634 | [44] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 11:59:29,120 | [44] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 11:59:29,137 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 11:59:29,150 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 11:59:29,162 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 11:59:29,177 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 11:59:29,189 | [44] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 11:59:29,201 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 11:59:29,210 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 11:59:29,220 | [44] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 11:59:29,230 | [44] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: Admin, Size: -1
2017-12-30 11:59:29,236 | [44] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 11:59:29,246 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 11:59:29,263 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 11:59:29,270 | [44] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 12:02:53,749 | [44] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 12:02:53,765 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 12:02:53,993 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 12:02:54,001 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 12:02:54,008 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 12:02:54,016 | [44] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 12:02:54,025 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 12:02:54,032 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 12:02:54,040 | [44] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 12:02:54,048 | [44] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 12:02:54,056 | [44] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 12:02:54,063 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 12:02:54,089 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 12:02:54,102 | [44] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 12:06:43,014 | [44] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 12:06:43,026 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 12:06:43,038 | [44] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 12:06:43,046 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 12:06:43,053 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 12:06:43,058 | [44] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 12:06:43,065 | [44] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 12:06:43,073 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 12:06:43,081 | [44] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 12:06:43,087 | [44] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 12:06:43,093 | [44] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 12:06:43,098 | [44] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 12:06:43,123 | [44] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 12:06:43,128 | [44] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 12:14:04,357 | [93] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 12:14:04,368 | [93] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 12:14:04,559 | [93] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 12:14:04,565 | [93] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 12:14:04,570 | [93] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 12:14:04,575 | [93] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 12:14:04,581 | [93] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 12:14:04,586 | [93] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 12:14:04,591 | [93] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 12:14:04,597 | [93] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 12:14:04,602 | [93] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 12:14:04,607 | [93] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 12:14:04,625 | [93] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 12:14:04,631 | [93] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 12:15:30,166 | [98] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 12:15:30,173 | [98] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 12:15:30,182 | [98] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 12:15:30,190 | [98] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 12:15:30,199 | [98] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 12:15:30,207 | [98] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 12:15:30,218 | [98] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 12:15:30,229 | [98] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 12:15:30,238 | [98] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 12:15:30,248 | [98] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 12:15:30,254 | [98] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 12:15:30,262 | [98] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 12:15:30,275 | [98] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 12:15:30,280 | [98] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 12:24:29,185 | [83] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 12:24:29,194 | [83] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 12:24:29,389 | [83] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 12:24:29,396 | [83] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 12:24:29,402 | [83] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 12:24:29,408 | [83] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 12:24:29,415 | [83] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 12:24:29,421 | [83] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 12:24:29,426 | [83] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-30 12:24:29,433 | [83] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-30 12:24:29,438 | [83] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-30 12:24:29,444 | [83] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-30 12:24:29,474 | [83] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-30 12:24:29,481 | [83] | DefaultLogger | DEBUG - Connection closed...
2017-12-30 12:25:17,321 | [81] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-30 12:25:17,331 | [81] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-30 12:25:17,340 | [81] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-30 12:25:17,349 | [81] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-30 12:25:17,358 | [81] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-30 12:25:17,368 | [81] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-30 12:25:17,377 | [81] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-30 12:25:17,388 | [81] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-30 12:25:17,397 | [81] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
