2017-12-28 09:58:59,269 | [64] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:10:16,938 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:10:16,950 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:10:16,962 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:10:16,972 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:10:16,981 | [24] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:10:32,682 | [25] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:10:32,693 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:10:32,706 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:10:32,726 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:10:32,737 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:10:32,750 | [25] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:10:32,761 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:10:32,769 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:10:32,780 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:10:32,794 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:10:32,803 | [25] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:11:28,763 | [25] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:11:28,772 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:11:28,782 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:11:28,789 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:11:28,797 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:11:28,803 | [25] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:11:28,809 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:11:28,817 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:11:28,822 | [25] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:11:28,830 | [25] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:11:28,836 | [25] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:11:28,842 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:11:28,887 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:11:28,901 | [25] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:13:05,225 | [28] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:13:05,239 | [28] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:13:05,247 | [28] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:13:05,257 | [28] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:13:05,266 | [28] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:13:05,274 | [28] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:13:05,282 | [28] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:13:05,292 | [28] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:13:05,303 | [28] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:13:05,316 | [28] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:13:05,325 | [28] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:13:15,036 | [29] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:13:15,042 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:13:15,052 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:13:15,058 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:13:15,066 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:13:15,074 | [29] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:13:15,082 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:13:15,092 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:13:15,100 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:13:15,110 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:13:15,118 | [29] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:15:00,065 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:15:00,074 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:15:00,086 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:15:00,105 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:15:00,120 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:15:00,136 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:15:00,148 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:15:00,158 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:15:00,171 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:15:00,185 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:15:00,201 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:15:06,560 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:15:06,573 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:15:06,584 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:15:06,596 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:15:06,608 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:15:06,620 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:15:06,633 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:15:06,644 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:15:06,651 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:15:06,661 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:15:06,670 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:16:46,420 | [32] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:16:46,430 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:16:46,460 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:16:46,474 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:16:46,424 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:16:46,497 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:16:46,487 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:16:46,521 | [32] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:16:46,528 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:16:46,540 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:16:46,510 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:16:46,561 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:16:46,574 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:16:46,584 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:16:46,592 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:16:46,549 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:16:46,605 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:16:46,640 | [30] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:16:46,659 | [30] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:16:46,683 | [30] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:16:46,691 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:16:46,621 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:16:46,709 | [32] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:16:46,704 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:16:46,728 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:16:51,663 | [29] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:16:51,675 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:16:51,686 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:16:51,701 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:16:51,711 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:16:51,723 | [29] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:16:51,734 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:16:51,745 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:16:51,757 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:16:51,773 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:16:51,783 | [29] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:17:36,906 | [29] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:17:36,919 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:17:36,934 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:17:36,943 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:17:36,960 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:17:36,970 | [29] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:17:36,992 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:17:37,013 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:17:37,025 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:17:36,972 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:17:37,067 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:17:37,085 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:17:37,095 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:17:37,106 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:17:37,115 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:17:37,127 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:17:37,139 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:17:37,095 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:17:37,156 | [29] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:17:37,148 | [30] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:17:37,218 | [30] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:17:37,241 | [30] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:17:37,258 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:17:37,240 | [29] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:17:37,296 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:17:37,312 | [29] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:17:37,324 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:17:37,339 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:17:37,348 | [29] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:17:37,367 | [29] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:17:37,292 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:17:37,397 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:17:37,382 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:17:37,430 | [29] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:17:37,440 | [29] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:17:37,457 | [29] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:17:37,484 | [29] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:17:37,509 | [29] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:17:37,523 | [29] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:17:59,291 | [32] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:17:59,307 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:17:59,320 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:17:59,330 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:17:59,340 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:17:59,350 | [32] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-28 11:17:59,365 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:17:59,375 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:17:59,385 | [32] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:17:59,396 | [32] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-28 11:17:59,405 | [32] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-28 11:17:59,418 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:17:59,434 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:17:59,440 | [32] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:18:14,507 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:18:14,520 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:18:14,532 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:18:14,541 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:18:14,531 | [32] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:18:14,567 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:18:14,575 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:18:14,585 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:18:14,555 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:18:14,605 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:18:14,615 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:18:14,623 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:18:14,594 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:18:14,641 | [32] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:18:14,649 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:18:14,658 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:18:14,633 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:18:14,665 | [32] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:18:14,732 | [32] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:18:14,753 | [32] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:18:14,764 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:18:14,685 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:18:14,784 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:18:14,779 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:18:14,804 | [32] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:20:19,180 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:20:19,192 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:20:19,208 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:20:19,220 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:20:19,237 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:20:19,195 | [35] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:20:19,258 | [35] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:20:19,266 | [35] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:20:19,274 | [35] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:20:19,247 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:20:19,311 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:20:19,355 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:20:19,374 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:20:19,285 | [35] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:20:19,408 | [35] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:20:19,425 | [35] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:20:19,439 | [35] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:20:19,408 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:20:19,461 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:20:19,451 | [35] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:20:19,480 | [35] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:20:19,490 | [35] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:20:19,502 | [35] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:20:19,516 | [35] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:20:19,525 | [35] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:20:33,206 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:20:33,231 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:20:33,253 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:20:33,286 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:20:33,315 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:20:33,358 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:20:33,254 | [36] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:20:33,399 | [36] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:20:33,440 | [36] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:20:33,460 | [36] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:20:33,384 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:20:33,492 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:20:33,503 | [30] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:20:33,476 | [36] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:20:33,533 | [36] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-28 11:20:33,542 | [36] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:20:33,552 | [36] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:20:33,521 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:20:33,588 | [30] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:20:33,561 | [36] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:20:33,624 | [36] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 29, Size: -1
2017-12-28 11:20:33,642 | [36] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-28 11:20:33,651 | [36] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:20:33,660 | [36] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:20:33,668 | [36] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:22:11,610 | [35] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:22:11,639 | [35] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:22:11,658 | [35] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:22:11,667 | [35] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:22:11,676 | [35] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:22:11,687 | [35] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-28 11:22:11,696 | [35] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:22:11,707 | [35] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:22:11,715 | [35] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:22:11,722 | [35] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-28 11:22:11,727 | [35] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-28 11:22:11,734 | [35] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:22:11,747 | [35] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:22:11,752 | [35] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:22:24,377 | [30] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:22:24,388 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:22:24,398 | [30] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:22:24,407 | [30] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:22:24,416 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:22:24,425 | [30] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:22:24,440 | [30] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:22:24,389 | [37] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
