2017-12-26 21:57:01,884 | [1] | DefaultLogger | DEBUG - EncryptionKey key has been set...
2017-12-26 22:24:21,579 | [28] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:24:21,586 | [28] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:26:01,800 | [25] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:26:01,814 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:26:01,828 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:26:01,837 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:26:01,847 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:26:01,854 | [25] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 22:26:01,861 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:26:01,871 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:26:01,878 | [25] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 22:26:01,887 | [25] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-26 22:26:01,895 | [25] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 22:26:01,902 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:26:01,916 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:26:01,921 | [25] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:27:27,787 | [32] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:27:27,797 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:27:27,807 | [32] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:27:27,819 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:27:27,826 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:27:27,832 | [32] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 22:27:27,837 | [32] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:27:27,843 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:27:27,849 | [32] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 22:27:27,856 | [32] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-26 22:27:27,863 | [32] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 22:27:27,868 | [32] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:27:27,881 | [32] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:27:27,888 | [32] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:28:54,426 | [24] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:28:54,443 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:28:54,453 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:28:54,461 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:28:54,467 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:28:54,477 | [24] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 22:28:54,491 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:28:54,500 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:28:54,505 | [24] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 22:28:54,511 | [24] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: Admin, Size: -1
2017-12-26 22:28:54,517 | [24] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 22:28:54,522 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:28:54,535 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:28:54,541 | [24] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:29:03,125 | [33] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:29:03,143 | [33] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:29:03,154 | [33] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:29:03,164 | [33] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:29:03,172 | [33] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:29:03,178 | [33] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 22:29:03,185 | [33] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:29:03,190 | [33] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:29:03,197 | [33] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 22:29:03,202 | [33] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-26 22:29:03,208 | [33] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 22:29:03,213 | [33] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:29:03,220 | [33] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:29:03,226 | [33] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:29:53,881 | [24] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:29:53,910 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:29:53,931 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:29:53,944 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:29:53,955 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:29:53,969 | [24] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 22:29:53,977 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:29:53,986 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:29:53,992 | [24] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 22:29:53,999 | [24] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-26 22:29:54,005 | [24] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 22:29:54,010 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:29:54,034 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:29:54,041 | [24] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:48:48,212 | [36] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:48:48,256 | [36] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:48:49,102 | [36] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:48:49,134 | [36] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:48:49,146 | [36] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:48:49,157 | [36] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 22:48:49,169 | [36] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:48:49,183 | [36] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:48:49,195 | [36] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 22:48:49,207 | [36] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-26 22:48:49,221 | [36] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 22:48:49,234 | [36] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:48:49,300 | [36] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:48:49,313 | [36] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 22:48:55,681 | [39] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 22:48:55,690 | [39] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 22:48:55,705 | [39] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 22:48:55,716 | [39] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 22:48:55,723 | [39] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 22:48:55,729 | [39] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-26 22:48:55,737 | [39] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 22:48:55,746 | [39] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 22:48:55,752 | [39] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-26 22:48:55,759 | [39] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-26 22:48:55,765 | [39] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-26 22:48:55,770 | [39] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-26 22:48:55,775 | [39] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-26 22:48:55,780 | [39] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-26 22:48:55,785 | [39] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-26 22:48:55,790 | [39] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 22:48:55,842 | [39] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 22:48:55,849 | [39] | DefaultLogger | DEBUG - Connection closed...
2017-12-26 23:01:19,791 | [37] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-26 23:01:19,804 | [37] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-26 23:01:20,000 | [37] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-26 23:01:20,005 | [37] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-26 23:01:20,010 | [37] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-26 23:01:20,015 | [37] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-26 23:01:20,020 | [37] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-26 23:01:20,025 | [37] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-26 23:01:20,030 | [37] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-26 23:01:20,036 | [37] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: mli, Size: -1
2017-12-26 23:01:20,040 | [37] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-26 23:01:20,046 | [37] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-26 23:01:20,078 | [37] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-26 23:01:20,083 | [37] | DefaultLogger | DEBUG - Connection closed...
