2017-12-31 09:49:37,814 | [176] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:14:20,812 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:14:20,845 | [198] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:14:20,839 | [201] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:14:20,875 | [201] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:14:20,884 | [201] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:16:12,911 | [205] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:16:12,923 | [205] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:16:12,940 | [205] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:16:12,950 | [205] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:16:12,991 | [205] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:16:13,006 | [205] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:16:13,024 | [205] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:16:13,040 | [205] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:16:12,947 | [198] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:16:13,106 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:16:13,115 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:16:13,127 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:16:13,091 | [205] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:16:13,137 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:16:13,157 | [198] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-31 10:16:13,165 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:16:13,177 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:16:13,150 | [205] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:16:13,210 | [205] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:16:13,192 | [198] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-31 10:16:13,246 | [198] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-31 10:16:13,262 | [198] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:16:13,292 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:16:13,314 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:16:13,325 | [198] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:16:54,494 | [198] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:16:54,507 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:16:54,517 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:16:54,527 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:16:54,495 | [203] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:16:54,566 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:16:54,574 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:16:54,583 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:16:54,547 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:16:54,605 | [198] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-31 10:16:54,636 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:16:54,649 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:16:54,658 | [198] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-31 10:16:54,595 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:16:54,676 | [203] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:16:54,686 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:16:54,694 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:16:54,666 | [198] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-31 10:16:54,711 | [198] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:16:54,716 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:16:54,702 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:16:54,727 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:16:54,739 | [198] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:16:54,733 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:16:54,760 | [203] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:17:00,601 | [203] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:17:00,613 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:17:00,622 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:17:00,632 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:17:00,642 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:17:00,611 | [200] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:17:00,662 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:17:00,670 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:17:00,680 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:17:00,653 | [203] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:17:00,701 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:17:00,714 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:17:00,731 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:17:00,689 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:17:00,798 | [200] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-31 10:17:00,809 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:17:00,833 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:17:00,843 | [200] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-31 10:17:00,851 | [200] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-31 10:17:00,861 | [200] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:17:00,870 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:17:00,834 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:17:00,893 | [203] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:17:00,927 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:17:00,936 | [200] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:17:32,848 | [200] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:17:32,858 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:17:32,869 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:17:32,878 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:17:32,888 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:17:32,897 | [200] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:17:32,864 | [198] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:17:32,927 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:17:32,975 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:17:32,992 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:17:32,908 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:17:33,012 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:17:33,021 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:17:33,002 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:17:33,039 | [198] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-31 10:17:33,047 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:17:33,056 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:17:33,033 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:17:33,068 | [200] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:17:33,062 | [198] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-31 10:17:33,085 | [198] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-31 10:17:33,092 | [198] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:17:33,103 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:17:33,117 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:17:33,127 | [198] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:20:30,760 | [204] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:20:30,773 | [204] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:20:30,782 | [204] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:20:30,792 | [204] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:20:30,803 | [204] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:20:30,812 | [204] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:20:30,770 | [203] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:20:30,836 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:20:30,847 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:20:30,856 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:20:30,871 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:20:30,825 | [204] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:20:30,903 | [204] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:20:30,912 | [204] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:20:30,894 | [203] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-31 10:20:30,934 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:20:30,944 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:20:30,955 | [203] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-31 10:20:30,929 | [204] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:20:30,977 | [204] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:20:30,966 | [203] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-31 10:20:30,997 | [203] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:20:31,009 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:20:31,022 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:20:31,031 | [203] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:20:38,258 | [200] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:20:38,274 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:20:38,286 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:20:38,295 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:20:38,302 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:20:38,309 | [200] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-31 10:20:38,315 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:20:38,323 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:20:38,330 | [200] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-31 10:20:38,336 | [200] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:20:38,343 | [200] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-31 10:20:38,351 | [200] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-31 10:20:38,359 | [200] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-31 10:20:38,365 | [200] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:20:38,372 | [200] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:20:38,378 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:20:38,395 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:20:38,402 | [200] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:20:42,094 | [204] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:20:42,108 | [204] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:20:42,115 | [204] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:20:42,126 | [204] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:20:42,132 | [204] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:20:42,138 | [204] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-31 10:20:42,144 | [204] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:20:42,149 | [204] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:20:42,155 | [204] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-31 10:20:42,161 | [204] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:20:42,166 | [204] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 3, Size: -1
2017-12-31 10:20:42,172 | [204] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-31 10:20:42,177 | [204] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-31 10:20:42,182 | [204] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:20:42,187 | [204] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:20:42,193 | [204] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:20:42,205 | [204] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:20:42,210 | [204] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:20:44,320 | [200] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:20:44,332 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:20:44,343 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:20:44,358 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:20:44,365 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:20:44,375 | [200] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:20:44,383 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:20:44,391 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:20:44,398 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:20:44,409 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:20:44,415 | [200] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:23:46,946 | [203] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:23:46,953 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:23:46,964 | [203] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:23:46,972 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:23:46,982 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:23:46,994 | [203] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:23:47,007 | [203] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:23:47,041 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:23:47,064 | [203] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:23:47,085 | [203] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:23:47,097 | [203] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:24:35,543 | [210] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:24:35,571 | [210] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:24:35,608 | [210] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:24:35,676 | [210] | DefaultLogger | DEBUG - Transaction started...
2017-12-31 10:24:43,617 | [210] | DefaultLogger | DEBUG - ExecuteProcedureDML: Started...
2017-12-31 10:24:43,625 | [210] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:24:43,633 | [210] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_AddUpdate' object created...
2017-12-31 10:24:43,640 | [210] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:24:43,649 | [210] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:24:43,659 | [210] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 8
2017-12-31 10:24:43,666 | [210] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: InOut, DataType: Int, Value: 0, Size: -1
2017-12-31 10:24:43,674 | [210] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 0, Size: -1
2017-12-31 10:24:43,682 | [210] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: GJ, Size: 20
2017-12-31 10:24:43,688 | [210] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: Geeta, Size: 100
2017-12-31 10:24:43,694 | [210] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: Jitendra, Size: 100
2017-12-31 10:24:43,702 | [210] | DefaultLogger | INFO  - Parameter: Name: @PhoneNo, Direction: In, DataType: String, Value: 12345, Size: -1
2017-12-31 10:24:43,710 | [210] | DefaultLogger | INFO  - Parameter: Name: @MobileNo, Direction: In, DataType: String, Value: 67890, Size: -1
2017-12-31 10:24:43,718 | [210] | DefaultLogger | INFO  - Parameter: Name: @BuyerTypes, Direction: In, DataType: String, Value: 1,4, Size: 100
2017-12-31 10:24:43,726 | [210] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:24:44,605 | [210] | DefaultLogger | DEBUG - RetrieveCommandOutParams: Started...
2017-12-31 10:24:44,626 | [210] | DefaultLogger | DEBUG - RetrieveCommandOutParams: Completed...
2017-12-31 10:24:44,665 | [210] | DefaultLogger | INFO  - RetrieveCommandOutParams: Out params count - 1
2017-12-31 10:24:44,685 | [210] | DefaultLogger | DEBUG - ExecuteProcedureDML: Completed...
2017-12-31 10:24:45,663 | [210] | DefaultLogger | DEBUG - Transaction commited...
2017-12-31 10:24:51,124 | [210] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:25:08,161 | [204] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:25:08,175 | [204] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:25:08,186 | [204] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:25:08,195 | [204] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:25:08,204 | [204] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:25:08,213 | [204] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-31 10:25:08,222 | [204] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:25:08,232 | [204] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:25:08,238 | [204] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-31 10:25:08,244 | [204] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:25:08,249 | [204] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-31 10:25:08,254 | [204] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-31 10:25:08,260 | [204] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-31 10:25:08,265 | [204] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:25:08,270 | [204] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:25:08,276 | [204] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:25:08,290 | [204] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:25:08,295 | [204] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:25:16,884 | [217] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:25:16,895 | [217] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:25:16,902 | [217] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:25:16,912 | [217] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:25:16,919 | [217] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:25:16,927 | [217] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-31 10:25:16,935 | [217] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:25:16,942 | [217] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:25:16,949 | [217] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-31 10:25:16,957 | [217] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:25:16,963 | [217] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-31 10:25:16,971 | [217] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-31 10:25:16,977 | [217] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: GJ, Size: 20
2017-12-31 10:25:16,984 | [217] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:25:16,991 | [217] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:25:16,998 | [217] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:25:17,017 | [217] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:25:17,024 | [217] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:26:14,768 | [1] | DefaultLogger | DEBUG - EncryptionKey key has been set...
2017-12-31 10:26:14,782 | [1] | DefaultLogger | DEBUG - AutoMapper settings started...
2017-12-31 10:26:14,996 | [1] | DefaultLogger | DEBUG - AutoMapper settings initialized...
2017-12-31 10:26:15,020 | [1] | DefaultLogger | DEBUG - AutoMapper settings validated...
